MSFT (Microsoft Corporation),110.19,0
Nov 30 2018 @ 06:48 ET,Bid,110.29,Ask,109.87,Size,2x1,Vol,28123195
Expiration Date,Calls,Last Sale,Net,Bid,Ask,Vol,IV,Delta,Gamma,Open Int,Strike,Puts,Last Sale,Net,Bid,Ask,Vol,IV,Delta,Gamma,Open Int
11/30/2018,MSFT181130C00083500,21.15,0,25,28.85,0,3.6391,0.9371,0.0058,30,83.500,MSFT181130P00083500,0.01,0,0,0.27,0,1.876,-0.0023,0.0007,21
11/30/2018,MSFT181130C00084000,0,0,24.45,28.55,0,3.6102,0.9345,0.006,0,84.000,MSFT181130P00084000,0.03,0,0,0.27,0,1.876,-0.0027,0.0008,28
11/30/2018,MSFT181130C00084500,26.15,-0.45,25.6,26.05,26,3.5133,0.9351,0.0062,26,84.500,MSFT181130P00084500,0.04,0,0,0.24,0,1.8665,-0.0032,0.0009,102
11/30/2018,MSFT181130C00085000,26,-0.05,25.05,25.5,3,3.4202,0.9356,0.0063,12,85.000,MSFT181130P00085000,0.01,0,0,0.15,0,1.8275,-0.0032,0.0009,741
11/30/2018,MSFT181130C00085500,20.9,0,22.95,26.8,0,3.4245,0.9312,0.0066,1,85.500,MSFT181130P00085500,0.01,0,0,0.01,0,1.5877,-0.0011,0.0004,66
11/30/2018,MSFT181130C00086000,0,0,22.4,26.45,0,3.3279,0.9319,0.0067,0,86.000,MSFT181130P00086000,0.01,0,0,0.01,0,1.626,-0.0018,0.0006,212
11/30/2018,MSFT181130C00086500,0,0,21.95,25.85,0,3.2025,0.9342,0.0068,0,86.500,MSFT181130P00086500,0.01,0,0,3.6,0,1.7166,-0.0035,0.001,2
11/30/2018,MSFT181130C00087000,0,0,21.6,25.35,0,3.1128,0.9346,0.007,0,87.000,MSFT181130P00087000,0.01,0,0,0.13,0,1.6911,-0.0037,0.0011,27
11/30/2018,MSFT181130C00087500,0,0,20.95,24.8,0,3.1161,0.9299,0.0074,0,87.500,MSFT181130P00087500,0.21,0,0,0.13,0,1.6222,-0.0033,0.001,26
11/30/2018,MSFT181130C00088000,22.5,-0.5,22.1,22.45,13,3.0539,0.9288,0.0076,17,88.000,MSFT181130P00088000,0.06,0,0,0.13,0,1.5536,-0.0028,0.001,469
11/30/2018,MSFT181130C00088500,21.28,-1.22,21.55,21.95,1,2.994,0.9275,0.0079,3,88.500,MSFT181130P00088500,0.07,0,0,0.13,0,1.5403,-0.0033,0.0011,78
11/30/2018,MSFT181130C00089000,21.55,-0.45,21.05,21.45,2,2.9343,0.9261,0.0081,3,89.000,MSFT181130P00089000,0.07,0,0,0.13,0,1.501,-0.0033,0.0011,34
11/30/2018,MSFT181130C00089500,0,0,19.05,22.95,0,2.9037,0.9229,0.0085,0,89.500,MSFT181130P00089500,0.01,0,0,0.13,0,1.501,-0.0041,0.0014,42
11/30/2018,MSFT181130C00090000,20.72,-0.305,20.05,20.45,6,2.815,0.9233,0.0087,55,90.000,MSFT181130P00090000,0.01,0,0,0.01,0,1.376,-0.0025,0.001,272
11/30/2018,MSFT181130C00090500,16.6,0,18,22.1,0,2.665,0.928,0.0088,3,90.500,MSFT181130P00090500,0.11,0,0,0.13,0,1.376,-0.0032,0.0012,69
11/30/2018,MSFT181130C00091000,0,0,17.6,21.35,0,2.696,0.9203,0.0094,0,91.000,MSFT181130P00091000,0.01,0,0,0.13,0,1.376,-0.004,0.0015,439
11/30/2018,MSFT181130C00091500,11.7,0,16.95,21,0,2.6648,0.9167,0.0098,49,91.500,MSFT181130P00091500,0.01,0,0,0.13,0,1.3135,-0.0035,0.0014,73
11/30/2018,MSFT181130C00092000,18.48,-0.545,16.15,20.3,10,2.5431,0.9203,0.01,47,92.000,MSFT181130P00092000,0.01,0,0,0.15,0,1.2988,-0.0039,0.0015,64
